train_id,name,item_condition_id,brand_name,price,shipping,item_description,category_1,category_2,category_3,log_price,ship_chr,brand,model,year,origin_price ($),origin_price_sub_min,origin_price_sub_median,memory(GB),CPU (type),new_cpu,CPU (GHz),OS version,screen inch,storage (GB),cellular (YN),accessories (YN),accessories,locked (YN),etc,cpu_cnt,GHz,ship_fee_included
957835,Ipad,3,Apple,65,1,Apple Ipad 1st gen,Electronics,Computers & Tablets,iPad,4.17438727,free,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,No
958683,Ipad Mini 4,1,Apple,15,1,Brand new,Electronics,Computers & Tablets,iPad,2.7080502010000003,free,Apple,Ipad Mini 4,2015.0,399,399.0,399.0,2.0,Dual core,dual core,1.5 GHz,iOS 9,7.9,16.0,N,N,,N,,2.0,1.5,No
963260,iPad Mini,3,Apple,120,1,"Great condition, reset and ready for new owner. Some slight wear on the back as seen in photos but no wear visible on front. Set up for wireless use. Case included to protect during mailing. Charger NOT included. Selling because I don't use it often anymore-I'm the only owner--purchased 3 years ago brand new.",Electronics,Computers & Tablets,iPad,4.787491743,free,Apple,iPad Mini,2012.0,459,459.0,459.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,Y,N,,N,,2.0,1.0,No
963612,Ipad pro 9.7 inch wifi cellular 32gb,1,Apple,481,0,(New) only had for 3 days. Excellent condition. I will factory reset once purchased. Verizon is the carrier. Unlocked no contract or Bill.,Electronics,Computers & Tablets,iPad,6.17586727,paid,Apple,iPad Pro,2016.0,729,729.0,729.0,4.0,Apple A9X(Dual core),dual core,2.16 GHz,iOS 9.3.2,9.7,32.0,Y,N,,N,,2.0,2.16,Yes
970549,iPad 1st generation,4,Apple,46,0,16 gb silver iPad shows signs of wear dents and scratches on the back but aside from that works great. Comes with usb charging cord (no base),Electronics,Computers & Tablets,iPad,3.828641396,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,Y,USB cord,N,,1.0,1.0,Yes
977970,iPad 1st Generation 16G,3,Apple,41,0,"1st Generation iPad 16g. In great condition! Minor scratches. Factory reset, no activation lock, and ready to go!",Electronics,Computers & Tablets,iPad,3.713572067,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,Yes
986085,iPad 64GB at&t 1st generation wifi,4,Apple,56,0,This is the 1st iPad to hit the market. It still works but runs a bit slow. Many newer apps will not work but there are lots of apps that still work for it. It would be a great gift for a child. Comes with silicone protective case. Price firm. Can work over wifi without cellular data. Comes with USB cord.,Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,iPad,2010.0,829,829.0,829.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,64.0,Y,Y,"silicone case, USB Cord",N,,1.0,1.0,Yes
988083,Ipad mini 2 32gb,2,Apple,156,0,"Brand new ipad mini 2 no scratches or scuffs, has screen protector and charger",Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,iPad Mini2,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,32.0,N,Y,"screen protector, Charger",N,,2.0,1.3,Yes
989474,iPad mini,2,Apple,146,0,"16GB includes iPad mini, lightning to USB, power adapter and case cover.",Electronics,Computers & Tablets,iPad,4.983606622,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,"adapter, case cover, USB Cord",N,,2.0,1.0,Yes
992246,iPad,3,Apple,46,0,iPad in fantastic condition. I cleared it and everything so it is like new. Has 16 GB,Electronics,Computers & Tablets,iPad,3.828641396,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,Yes
993092,iPad 1 - 32 Gb,3,Apple,32,1,IPad 1 32gb Fully functional! The keyboard is just a little slow! Everything is cleaned out except for 3 apps one of them is flappy birds the original one! CAN NEGOTIATE PRICE!,Electronics,Computers & Tablets,iPad,3.465735903,free,Apple,iPad,2010.0,599,599.0,599.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,32.0,N,N,,N,,1.0,1.0,No
995919,ipad air 2 32gb Gold WiFi,1,Apple,359,1,Brand new sealed iPad Air 2 32gb Gold WiFi Quick USPS priority shipping.,Electronics,Computers & Tablets,iPad,5.883322388,free,Apple,iPad Air 2,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,N,,N,,3.0,1.5,No
1003577,iPad 2 32gb CRACKED SCREEN for parts,5,Apple,36,0,"iPad 2, 32gb. Screen is shattered and corner dented from impact. iPad functions behind screen. I can include a charging cable if needed also!",Electronics,Computers & Tablets,iPad,3.583518938,paid,Apple,iPad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,32.0,N,Y,USB cord,N,,2.0,1.0,Yes
1004445,iPad mini,3,Apple,66,0,Comes with case and small hardly noticeable crack on screen Box included,Electronics,Computers & Tablets,iPad,4.189654742,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,case,N,,2.0,1.0,Yes
1004783,Apple iPad 1st Gen. 16gb,3,Apple,59,1,Apple iPad 1st generation 16gb Reset to factory settings Works perfectly Some scratches Free Shipping *Check out my other listings*,Electronics,Computers & Tablets,iPad,4.077537444,free,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,No
1004786,32GB iPad,3,Apple,59,0,"First gen, Model A1219. Works great, but has small bends on sides (last 2 pics) and some scratches on the back (2nd pic) Doesn't effect the function of it.. will take offers!",Electronics,Computers & Tablets,iPad,4.077537444,paid,Apple,iPad,2010.0,599,599.0,599.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,32.0,N,N,,N,,1.0,1.0,Yes
1005424,Ipad 2 gen 64 gb,3,Apple,130,1,In good condition. No scratches on the screen and will be wiped out completely before shipping. Still fast and good for everyday browsing. Pls ask any questions! :),Electronics,Computers & Tablets,iPad,4.86753445,free,Apple,iPad 2,2011.0,699,699.0,699.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,64.0,N,N,,N,,2.0,1.0,No
1008665,iPad,3,Apple,61,0,iPad 1st generation Great condition minor ding on back shown 3rd picture 16 gb no iCloud locks Comes with 2 portfolio cases One has keyboard on it (brown) And the other is black Won't come with charger but will come fully charged Make offers No free shipping,Electronics,Computers & Tablets,iPad,4.110873863999998,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,Yes
1010426,iPad Air Apple Tablet PLASTIC,2,Apple,175,1,iPad Air Apple Tablet LIKE NEW COMES WITH ORIGINAL BOX ASKING [rm],Electronics,Computers & Tablets,iPad,5.164785974,free,Apple,iPad Air,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,16.0,N,Y,original box,N,,2.0,1.3,No
1011268,iPad Mini 16gb,3,Apple,116,0,WAS- [rm] NOW- [rm] Color- Space Gray Memory Storage- 16gb This Ipad is in Great condition The iPad is fully tested and works perfectly. Battery is still holding charge. It might have light scratch/sign of use. We would give it 9 out of 10 It comes with charger This is the Wifi model. No Sim card required. Has minor chip shown in picture Any questions message me,Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
1012308,"Ipad Pro 12.9"" 128 GB Wifi + Cellular",3,Apple,551,1,"Ipad Pro 12.9"" 128 GB Wifi + Cellular Apple sim, Unlocked for any carrier Still has Apple repair warranty until November 2016, you can verify at Apple website Serial number is DLXQN4T3GMW3 Good Condition, has a few blemishes, please check pictures Comes with original cable and charger (Charger is original Apple small size charger) everything works perfect Price already reflects the condition",Electronics,Computers & Tablets,iPad,6.311734809,free,Apple,iPad Pro,2015.0,1079,1079.0,1079.0,4.0,Apple A9X(Dual core),dual core,2.26 GHz,iOS 9,12.9,128.0,Y,Y,"Charger, USB Cord",N,,2.0,2.26,No
1012703,Ipad Mini 2,2,Apple,30,1,Read Details Please..Selling for part only It locked so it can't be used unless someone can unlock it if so it a perfectly good iPad purchase it online but person I brought it from gave me the wrong iTunes password so I can't do anything thing with it.,Electronics,Computers & Tablets,iPad,3.401197382,free,Apple,iPad Mini2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,Y,,2.0,1.3,No
1013444,iPad Mini 16gb,3,Apple,120,1,1st Generation Wifi Only Mint Condition OtterBox Case Included (case has minor wear and tear),Electronics,Computers & Tablets,iPad,4.787491743,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,case,N,,2.0,1.0,No
1014884,32GB iPad 2,3,Apple,115,1,"In like new condition. Has been totally babied by me. Kept clean, in a sturdy safe case, away from children, in a pet free and smoke free home. Perfect Picture, Perfect Sound. Battery life is excellent. Comes with 1 charger. Model # A1395 *Will be factory reset before mailing.*",Electronics,Computers & Tablets,iPad,4.744932128,free,Apple,iPad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,32.0,N,Y,"case, Charger",N,,2.0,1.0,No
1015609,iPad locked,3,Apple,56,1,Don't know the password needs to be wiped out if you can do it buy it if not don't bother looking because I don't remember the kids password to the iCloud account,Electronics,Computers & Tablets,iPad,4.025351691,free,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,Y,,1.0,1.0,No
1017093,iPad 2 32gb,5,Apple,46,0,"White / camera works well/ just has a lot of cracks on the screen from dropping it, haven't use it ever since.",Electronics,Computers & Tablets,iPad,3.828641396,paid,Apple,iPad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,32.0,N,N,,N,,2.0,1.0,Yes
1017468,iPad mini 2 (ON HOLD FOR BUYER),4,Apple,35,1,iPad mini 2 space gray. 16 gigabytes. Something is wrong with the screen ( see photo). Small scratch by charger area as shown in pic 3. Supports new iOS update! Wifi only. It is useable but also selling for parts. ON HOLD FOR BUYER,Electronics,Computers & Tablets,iPad,3.555348061,free,Apple,iPad Mini2,2013.0,399,399.0,399.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,No
1017514,Apple IPad 2 2nd Generation 32GB,3,Apple,141,0,"Model A1395. Excellent condition, no visible scratches from what I can see. Has been reset to factory settings. Comes with two chargers and the case shown in the last picture. **NO LOWBALLERS!! Please be reasonable if you are going to make an offer. Thanks!**",Electronics,Computers & Tablets,iPad,4.94875989,paid,Apple,iPad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,32.0,N,Y,"case, two Charger",N,,2.0,1.0,Yes
1017616,iPad Air 2 64gb,3,Apple,271,0,Barely used. Comes with case,Electronics,Computers & Tablets,iPad,5.602118821,paid,Apple,iPad Air 2,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,Y,case,N,,3.0,1.5,Yes
1018119,iPad mini 2 wifi 32GB,3,Apple,156,0,Gently used iPad mini 2 with Retina display Color-White face/ silver back 32GB memory Model #ME280LL/A DOES NOT come with USB cable or adapter. Just iPad.,Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,iPad Mini2,2013.0,499,499.0,499.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,32.0,N,N,,N,,2.0,1.3,Yes
1019007,iPad 2,5,Apple,76,0,This is iCloud locked but besides that it functions just right!,Electronics,Computers & Tablets,iPad,4.33073334,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,N,,Y,,2.0,1.0,Yes
1019782,iPad 2,3,Apple,116,1,16 GB WIFI 2nd Generation iPad. Perfect working order. No major cosmetic defects. Just normal signs of some use. I don't have the original box for this one but I will include the charger as well as a case if you would like.,Electronics,Computers & Tablets,iPad,4.753590191,free,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,"case, Charger",N,,2.0,1.0,No
1025634,iPad 2,4,Apple,86,0,"A few Minor scratchs on screen, edges and on the back. Not refurbished. 9.7 inch 夷?1024 x 768 夷?1.3 pound 夷?16 GB",Electronics,Computers & Tablets,iPad,4.454347296,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,N,,N,,2.0,1.0,Yes
1031918,iPad 32 gb 2nd generation,3,Apple,81,0,"Restored to factory settings. Includes Incase soft zip case, charging cord, and charging block. Includes front and rear camera. Feel free to message me about any other specs.",Electronics,Computers & Tablets,iPad,4.394449155,paid,Apple,iPad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,32.0,N,Y,"adapter, case, USB Cord",N,,2.0,1.0,Yes
1032890,iPad Mini 3,2,Apple,211,0,"Amazing condition! I don't need it anymore, haven't even used it. Comes in box and extra protection. Can be used with wifi or cellular! No cracks on screen or cameras, One small bump show in pic 3, this is how it arrived. Amazing working condition.",Electronics,Computers & Tablets,iPad,5.351858133,paid,Apple,iPad Mini 3,2014.0,529,529.0,529.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 8.1,7.9,16.0,Y,N,,N,,2.0,1.3,Yes
1033593,iPad mini 16gb black,3,Apple,100,1,iPad mini black good condition has some scratches and a mark on the screen comes with a charger no iCloud lock ready to use,Electronics,Computers & Tablets,iPad,4.6051701860000005,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,Charger,N,,2.0,1.0,No
1033769,iPad Mini,2,Apple,116,0,Had this for about 2 years but used only 5-10 times. In perfect working condition. No scratches. Comes with a glass screen protector.,Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,screen protector,N,,2.0,1.0,Yes
1034243,Apple iPad Mini,5,Apple,51,0,"My toddler destroyed the screen. Other then that, works.",Electronics,Computers & Tablets,iPad,3.931825633,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
1035543,Ipad air,2,Apple,120,1,Basically brand new iPad. I got it as a gift and I already have one so I'm selling it. Comes with a red case and green charging cable. 32 gb and silver. No cracks or screen damage. NEEDS TO BE UNLOCKED,Electronics,Computers & Tablets,iPad,4.787491743,free,Apple,iPad Air,2013.0,599,599.0,599.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,9.7,32.0,N,Y,"case, USB Cord",Y,,2.0,1.3,No
1041299,iPad 1st gen,3,Apple,56,0,iPad 16gb,Electronics,Computers & Tablets,iPad,4.025351691,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,Yes
1042188,iPad mini2 cracked screen 16gb,4,Apple,74,0,iPad mini 2 unlocked one owner -No longer have original box -Silver this IPad turns on and off and it is perfectly functional however as photographed the screen is cracked when you turn it on you can still see through the screen instead of changing the screen I bought my daughter the latest iPad mini 4,Electronics,Computers & Tablets,iPad,4.304065093,paid,Apple,iPad Mini2,2013.0,529,529.0,529.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
1044557,iPad Pro Ross Gold 32GB,2,Apple,461,0,Less than a month old only used a few times. Only selling because I just upgrades to a Mac Book Pro Price I have listed is FIRM!! Paid [rm] something plus tax NO TRADES EVER!!!!! I will NOT email anyone off of here to make a deal. If you wanna purchase you can purchase on here,Electronics,Computers & Tablets,iPad,6.133398043,paid,Apple,iPad Pro,2016.0,599,599.0,599.0,4.0,Apple A9X(Dual core),dual core,2.16 GHz,iOS 9.3.2,9.7,32.0,N,N,,N,,2.0,2.16,Yes
1049171,iPad Mini 4 128gb,1,Apple,256,0,Brand new never been used !! iPad mini 4 Rose Gold 128gb Retail price [rm] + Tax Original box & all accessories included Fully functional WIFI ONLY!!!,Electronics,Computers & Tablets,iPad,5.545177444,paid,Apple,Ipad Mini 4,2015.0,599,599.0,599.0,2.0,Apple A8(Dual Core),dual core,1.5 GHz,iOS 9,7.9,128.0,N,Y,"original box, all accessories",N,,2.0,1.5,Yes
1050722,Ipad Mini 2 with Retina,3,Apple,179,0,"64GB Purchase in 2014, in great condition, was kept in a lifeproof case from the time of purchase and aside from 2 very small dents, just under the word iPad and above the shadow on the 4th photo. No issues, just upgraded. Charger, cord and headphones not included.",Electronics,Computers & Tablets,iPad,5.187385806,paid,Apple,iPad Mini2,2013.0,599,599.0,599.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,64.0,N,N,,N,,2.0,1.3,Yes
1050948,Apple iPad mini 1st 16gb 7.9in,3,Apple,165,1,Selling a like new iPad mini. Comes with charger and original box.,Electronics,Computers & Tablets,iPad,5.105945473999999,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,"charger, original box",N,,2.0,1.0,No
1051545,I pad first generation 32GB,1,Apple,59,0,Brand new and restarted,Electronics,Computers & Tablets,iPad,4.077537444,paid,Apple,iPad,2010.0,599,599.0,599.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,32.0,N,N,,N,,1.0,1.0,Yes
1053178,iPad mini 16gb EXCELLENT CONDITION,1,Apple,161,0,iPad mini 1st generation. Never been used took out of the package once and set it up with iCloud but never used it. Didn't have any need for. Brand new reset. Comes with all accessories. Comes with a sealed screen protector on. Doesn't come with headphones sorry can't find them anywhere Price is firm Please read bio,Electronics,Computers & Tablets,iPad,5.081404365,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,"all accessories, without headphone",N,,2.0,1.0,Yes
1055789,Ipad mini,2,Apple,156,0,"Only used a couple of times, in amazing condition! Comes with box! No charger!!!",Electronics,Computers & Tablets,iPad,5.049856007,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,original box,N,,2.0,1.0,Yes
1057853,Black IPad Mini 16 GB,2,Apple,81,0,Good working condition,Electronics,Computers & Tablets,iPad,4.394449155,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
1059546,iPad mini 16gb wifi Unlocked,4,Apple,80,1,Screen is cracked in the top corner. Everything else works perfect including the screen. **Price is firm so don't low ball me** *Icloud is unlocked and everything is reset,Electronics,Computers & Tablets,iPad,4.382026635,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,Y,,2.0,1.0,No
1059650,iPad 2 16gb AT&T wifi,3,Apple,149,0,I have an iPad 2nd generation for sale Minor scratches in the front and back It is 100% refurbished and works perfectly Ships within 1 business day Thanks for looking,Electronics,Computers & Tablets,iPad,5.0039463060000005,paid,Apple,iPad 2,2011.0,599,599.0,599.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,N,,N,,2.0,1.0,Yes
1059747,Apple iPad,3,Apple,61,0,64gb. 1st generation. No back side camera. No cracks on either side. Black on front silver on back. Unlocked and reset. Charger and wall block included!,Electronics,Computers & Tablets,iPad,4.110873863999998,paid,Apple,iPad,2010.0,699,699.0,699.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,64.0,N,N,"adaptor, Charger",N,,1.0,1.0,Yes
1059827,Ipad 1,3,Apple,51,0,Bought a new one . A few scratches on screen and back,Electronics,Computers & Tablets,iPad,3.931825633,paid,Apple,iPad,2010.0,499,499.0,499.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,16.0,N,N,,N,,1.0,1.0,Yes
1062159,"Apple Ipad Air 2, 32gb, Wi-Fi (BNIB)",1,Apple,369,0,"- Brand new in box, sealed - 32gb - Wi-Fi - Gold colour - 100% authentic - From smoke and pet free home",Electronics,Computers & Tablets,iPad,5.910796644,paid,Apple,iPad Air 2,2014.0,599,599.0,599.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,64.0,N,Y,all accessories,N,,3.0,1.5,Yes
1062351,iPad 2,3,Apple,86,0,Used with care. Minor scratch on the back and one on side of the edge. Not refurbished. 9.7 inch 夷?1024 x 768 夷?1.3 pound 夷?16 GB comes with free black magnetic screen cover. Comes with charger.,Electronics,Computers & Tablets,iPad,4.454347296,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,Y,"magnetic screen cover, Charger",N,,2.0,1.0,Yes
1064213,"iPad mini 2 , space gray, 16 gb",2,Apple,134,0,Perfect condition. Used a handful of times.,Electronics,Computers & Tablets,iPad,4.8978398,paid,Apple,iPad Mini2,2013.0,529,529.0,529.0,1.0,Apple A7(Dual core),dual core,1.3 GHz,iOS 7,7.9,16.0,N,N,,N,,2.0,1.3,Yes
1065620,iPad mini first generation 32 GB,3,Apple,151,0,iPad mini first generation 32 GB with case included . No scratches has a screen protector even with the case .,Electronics,Computers & Tablets,iPad,5.017279837,paid,Apple,iPad Mini,2012.0,429,429.0,429.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,32.0,N,Y,case,N,,2.0,1.0,Yes
1065837,"Apple 9.7"" iPad Air 2 Tablet, 16GB Wifi",3,Apple,251,0,"I'm excellent used condition. I'm only selling because I purchased an IPad Pro recently! Comes with charger. Details: 9.7"" IPS LCD Multi-Touch Retina Display 2048 x 1536 Native Resolution Tri-Core Apple A8X CPU with M8 Chip 0.96 lb and 0.24"" Thick 802.11a/b/g/n/ac Wi-Fi, Bluetooth 4.0 Touch ID Fingerprint Sensor Front 1.2-Megapixel FaceTime HD Camera Rear 8-Megapixel 1080p iSight Camera Lightning Connector, AirPlay, AirDrop Gyro, Accelerator, Ambient Light",Electronics,Computers & Tablets,iPad,5.525452939,paid,Apple,iPad Air 2,2014.0,499,499.0,499.0,2.0,Apple A8X(Triple-core),triple core,1.5 GHz,iOS 8.1,9.7,16.0,N,N,,N,,3.0,1.5,Yes
1066083,iPad mini (NEED GONE ASAP),3,Apple,85,1,Crack on the screen but works perfectly fine you will just have to replace the screen. No charger included. 16 gb. I got it engraved with my sons name on it. Model: MD531LL/A Selling because I bought a new one for my son,Electronics,Computers & Tablets,iPad,4.442651256,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
1066401,iPad 3rd Generation,3,Apple,175,1,Used. No scratches on screen. still has original screen protector. Used with pouch all through. Fully Functional 64GB. Unlocked to Any Carrier. Comes With Used Charger,Electronics,Computers & Tablets,iPad,5.164785974,free,Apple,iPad 3,2012.0,699,699.0,699.0,1.0,Apple A5X(Dual core),dual core,1.0 GHz,iOS 5.1,9.7,64.0,N,Y,Charger,N,,2.0,1.0,No
1070790,iPad mini 16gb 1st gen cracked screen,4,Apple,30,1,"Cracked screen damaged front view camera, still works fine not locked has wifi only 16gb",Electronics,Computers & Tablets,iPad,3.401197382,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,No
1071988,iPad 32GB Silver.,3,Apple,86,0,"Wifi + 3g capable 32GB iPad. Will come with charger. Silghtly used, and has a couple of dings on the corners. Will come with a hard case that has a built in stand. I don't know what generation this is. Was given to me as a gift. Works very well.",Electronics,Computers & Tablets,iPad,4.454347296,paid,Apple,iPad,2010.0,729,729.0,729.0,0.256,Apple A4(single core),single core,1.0 GHz,iPhone OS 3.2,9.7,32.0,Y,Y,case,N,,1.0,1.0,Yes
1072236,iPad Air 2,2,Apple,306,0,iPad Air 2 16gb Silver New open box,Electronics,Computers & Tablets,iPad,5.723585102,paid,Apple,iPad Air 2,2014.0,499,499.0,499.0,2.0,Apple A8X(Triple core),triple core,1.5 GHz,iOS 8.1,9.7,16.0,N,N,,N,,3.0,1.5,Yes
1072684,iPad mini 1 32 GB,2,Apple,159,0,Comes with box but no charger slightly scratched on back but can be covered with a case no scratches or cracks on screen.,Electronics,Computers & Tablets,iPad,5.068904202,paid,Apple,iPad Mini,2012.0,429,429.0,429.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,32.0,N,Y,original box,N,,2.0,1.0,Yes
1074769,IPad mini,4,Apple,72,1,Works great screen is just cracked Comes with a case Does not come with charger,Electronics,Computers & Tablets,iPad,4.276666119,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,case,N,,2.0,1.0,No
1078664,IPad mini,2,Apple,210,1,- iCloud unlocked - willing to negotiate - ask any questions - comes with original box - 16 gb,Electronics,Computers & Tablets,iPad,5.347107531,free,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,Y,original box,N,,2.0,1.0,No
1078784,iPad Mini,3,Apple,59,0,iPad Mini 16GB Space Grey! In perfect working condition! Minor screen crack . Works wonderful.,Electronics,Computers & Tablets,iPad,4.077537444,paid,Apple,iPad Mini,2012.0,329,329.0,329.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 6.0,7.9,16.0,N,N,,N,,2.0,1.0,Yes
1080561,Apple iPad 2 16gb white,4,Apple,116,0,"Apple iPad 2 wifi only 16gb in white/silver. In good used condition. Has scratches on the case and screen. Corners have wear. Comes with original box, charger. Has been factory reset, icloud unlocked. Throw on a case and it's good to go!",Electronics,Computers & Tablets,iPad,4.753590191,paid,Apple,iPad 2,2011.0,499,499.0,499.0,0.512,Apple A5(Dual core),dual core,1.0 GHz,iOS 4.3,9.7,16.0,N,N,"original box, charger",N,,2.0,1.0,Yes
